BatchSize,HiddenNodes,WeightNonbinding,WeightBinding,LearningRate,Epochs,Momentum,BestCutoff,TruePositives,FalsePositives,TrueNegatives,FalseNegatives,MCC
500,20,0.1,0.2,0.0005,200,0.2,0.29,374,1197,15255,1075,0.17867322186183762
500,20,0.1,0.2,0.0005,200,0.3,0.24,657,3254,13198,792,0.16873310471251762
500,20,0.1,0.2,0.0005,200,0.4,0.26,520,1765,14687,929,0.20563767918275613
500,20,0.1,0.2,0.0005,200,0.5,0.24,594,2509,13943,855,0.1854882612496743
500,20,0.1,0.2,0.0005,200,0.6,0.29,404,1185,15267,1045,0.19831134549960155
500,20,0.1,0.2,0.0005,200,0.7,0.25,602,2406,14046,847,0.19638725586510977
500,20,0.1,0.2,0.0005,200,0.8,0.33,354,955,15497,1095,0.19513764887142407
500,20,0.1,0.2,0.0005,200,0.9,0.38,257,530,15922,1192,0.19310511409736106
500,20,0.1,0.2,0.0005,260,0.1,0.26,574,2278,14174,875,0.19203568938623283
500,20,0.1,0.2,0.0005,260,0.2,0.29,447,1447,15005,1002,0.19555892625745938
500,20,0.1,0.2,0.0005,260,0.3,0.24,588,2564,13888,861,0.17898717922198235
500,20,0.1,0.2,0.0005,260,0.4,0.26,518,2052,14400,931,0.18105177444920914
500,20,0.1,0.2,0.0005,260,0.5,0.24,619,2605,13847,830,0.19082718981605834
500,20,0.1,0.2,0.0005,260,0.6,0.26,614,2460,13992,835,0.19831500225026352
500,20,0.1,0.2,0.0005,260,0.7,0.3,430,1412,15040,1019,0.1893563154004576
500,20,0.1,0.2,0.0005,260,0.8,0.29,477,1539,14913,972,0.2033142666463913
500,20,0.1,0.2,0.0005,260,0.9,0.34,353,935,15517,1096,0.19715233601930185
500,20,0.1,0.2,0.0005,320,0.1,0.25,579,2421,14031,870,0.18433896283929269
500,20,0.1,0.2,0.0005,320,0.2,0.24,597,2560,13892,852,0.18349471322438127
500,20,0.1,0.2,0.0005,320,0.3,0.24,595,2342,14110,854,0.19758188483829112
500,20,0.1,0.2,0.0005,320,0.4,0.26,587,2230,14222,862,0.20190596152561496
500,20,0.1,0.2,0.0005,320,0.5,0.26,556,2086,14366,893,0.19756576607904422
500,20,0.1,0.2,0.0005,320,0.6,0.25,623,2593,13859,826,0.19349183797041658
500,20,0.1,0.2,0.0005,320,0.7,0.3,478,1529,14923,971,0.20483397377149073
500,20,0.1,0.2,0.0005,320,0.8,0.27,560,2180,14272,889,0.19238942147179322
500,20,0.1,0.2,0.0005,320,0.9,0.34,356,949,15503,1093,0.19724364798065558
500,20,0.1,0.2,0.0005,380,0.1,0.23,638,2934,13518,811,0.17878287980285124
500,20,0.1,0.2,0.0005,380,0.2,0.22,721,3339,13113,728,0.19189978333254287
500,20,0.1,0.2,0.0005,380,0.3,0.23,679,3010,13442,770,0.19261252486403468
500,20,0.1,0.2,0.0005,380,0.4,0.22,711,3257,13195,738,0.1922108789465196
500,20,0.1,0.2,0.0005,380,0.5,0.25,615,2607,13845,834,0.1888272399654957
500,20,0.1,0.2,0.0005,380,0.6,0.27,551,2194,14258,898,0.18689998113536244
500,20,0.1,0.2,0.0005,380,0.7,0.28,526,1913,14539,923,0.1961684148687488
500,20,0.1,0.2,0.0005,380,0.8,0.36,312,759,15693,1137,0.19456869918782607
500,20,0.1,0.2,0.0005,380,0.9,0.37,303,692,15760,1146,0.19886245060647206
500,20,0.1,0.2,0.0001,20,0.1,0.34,1004,8212,8240,445,0.10573348436163592
500,20,0.1,0.2,0.0001,20,0.2,0.43,101,388,16064,1348,0.07717012994145032
500,20,0.1,0.2,0.0001,20,0.3,0.31,1288,13950,2502,161,0.03140039931765713
500,20,0.1,0.2,0.0001,20,0.4,0.3,1449,16443,9,0,0.006656051173788784
500,20,0.1,0.2,0.0001,20,0.5,0.51,1286,13145,3307,163,0.061074558066201316
500,20,0.1,0.2,0.0001,20,0.6,0.28,1449,16434,18,0,0.009415446209664148
500,20,0.1,0.2,0.0001,20,0.7,0.39,1449,16448,4,0,0.004436747557951468
500,20,0.1,0.2,0.0001,20,0.8,0.28,1149,11141,5311,300,0.0680731111804645
500,20,0.1,0.2,0.0001,20,0.9,0.31,443,3154,13298,1006,0.07761064986648027
500,20,0.1,0.2,0.0001,80,0.1,0.29,1301,14451,2001,148,0.016353309889452244
500,20,0.1,0.2,0.0001,80,0.2,0.31,1329,14476,1976,120,0.03163424779464195
500,20,0.1,0.2,0.0001,80,0.3,0.32,1366,14709,1743,83,0.043855355617007104
500,20,0.1,0.2,0.0001,80,0.4,0.48,1,4,16448,1448,0.007296047973931355
500,20,0.1,0.2,0.0001,80,0.5,0.27,1429,16055,397,20,0.018675791223749273
500,20,0.1,0.2,0.0001,80,0.6,0.22,1342,15086,1366,107,0.009116903432227427
500,20,0.1,0.2,0.0001,80,0.7,0.24,1036,10292,6160,413,0.050584200696739696
500,20,0.1,0.2,0.0001,80,0.8,0.26,469,2667,13785,980,0.11592635215879873
500,20,0.1,0.2,0.0001,80,0.9,0.24,509,2078,14374,940,0.174512059202824
500,20,0.1,0.2,0.0001,140,0.1,0.28,1400,15708,744,49,0.015119667056336446
500,20,0.1,0.2,0.0001,140,0.2,0.28,1251,12987,3465,198,0.05000771392351252
500,20,0.1,0.2,0.0001,140,0.3,0.19,1327,14230,2222,122,0.04112525961500037
500,20,0.1,0.2,0.0001,140,0.4,0.29,940,8418,8034,509,0.07484024280075235
500,20,0.1,0.2,0.0001,140,0.5,0.28,804,5819,10633,645,0.11364830395617424
500,20,0.1,0.2,0.0001,140,0.6,0.47,0,1,16451,1449,-0.0022181878739420424
500,20,0.1,0.2,0.0001,140,0.7,0.23,1035,9331,7121,414,0.08127741499856116
500,20,0.1,0.2,0.0001,140,0.8,0.27,391,1358,15094,1058,0.17205563060836176
500,20,0.1,0.2,0.0001,140,0.9,0.23,599,2671,13781,850,0.17720305177790058
500,20,0.1,0.2,0.0001,200,0.1,0.26,1354,14789,1663,95,0.032554315244415474
500,20,0.1,0.2,0.0001,200,0.2,0.22,1305,14571,1881,144,0.012876854408525614
500,20,0.1,0.2,0.0001,200,0.3,0.25,986,10125,6327,463,0.036561998876044235
500,20,0.1,0.2,0.0001,200,0.4,0.21,1405,15612,840,44,0.026048054319017
500,20,0.1,0.2,0.0001,200,0.5,0.3,250,1815,14637,1199,0.053117040310509504
500,20,0.1,0.2,0.0001,200,0.6,0.24,676,4332,12120,773,0.1234794912022784
500,20,0.1,0.2,0.0001,200,0.7,0.24,525,3132,13320,924,0.1163213149266381
500,20,0.1,0.2,0.0001,200,0.8,0.23,622,2719,13733,827,0.18480633892638804
500,20,0.1,0.2,0.0001,200,0.9,0.28,484,1601,14851,965,0.20126067057549624
500,20,0.1,0.2,0.0001,260,0.1,0.28,1116,11387,5065,333,0.04638761277574645
500,20,0.1,0.2,0.0001,260,0.2,0.21,1426,16044,408,23,0.01588308387768017
500,20,0.1,0.2,0.0001,260,0.3,0.25,814,6410,10042,635,0.09570467998028304
500,20,0.1,0.2,0.0001,260,0.4,0.28,210,848,15604,1239,0.10800946984240711
500,20,0.1,0.2,0.0001,260,0.5,0.26,295,2084,14368,1154,0.06180102540934711
500,20,0.1,0.2,0.0001,260,0.6,0.25,580,2824,13628,869,0.15890361455042157
500,20,0.1,0.2,0.0001,260,0.7,0.29,358,1127,15325,1091,0.1765802348347386
500,20,0.1,0.2,0.0001,260,0.8,0.26,516,1986,14466,933,0.18515988612436002
500,20,0.1,0.2,0.0001,260,0.9,0.25,581,2361,14091,868,0.18948593287373058
500,20,0.1,0.2,0.0001,320,0.1,0.22,1099,11361,5091,350,0.04026367752258591
500,20,0.1,0.2,0.0001,320,0.2,0.3,277,2168,14284,1172,0.047169556132004506
500,20,0.1,0.2,0.0001,320,0.3,0.21,865,8517,7935,584,0.04329533247047861
500,20,0.1,0.2,0.0001,320,0.4,0.26,551,2767,13685,898,0.1488584390438448
500,20,0.1,0.2,0.0001,320,0.5,0.18,1145,11709,4743,304,0.04758177438509493
500,20,0.1,0.2,0.0001,320,0.6,0.25,522,2660,13792,927,0.14166388240742972
500,20,0.1,0.2,0.0001,320,0.7,0.25,518,2085,14367,931,0.17854241299014836
500,20,0.1,0.2,0.0001,320,0.8,0.21,714,3518,12934,735,0.17905280326267745
500,20,0.1,0.2,0.0001,320,0.9,0.26,591,2463,13989,858,0.1871877256947185
500,20,0.1,0.2,0.0001,380,0.1,0.25,781,7308,9144,668,0.05194992187613821
500,20,0.1,0.2,0.0001,380,0.2,0.2,1171,11424,5028,278,0.06794382328047728
500,20,0.1,0.2,0.0001,380,0.3,0.24,643,4994,11458,806,0.08233143700446706
500,20,0.1,0.2,0.0001,380,0.4,0.27,479,2200,14252,970,0.15050737201434627
500,20,0.1,0.2,0.0001,380,0.5,0.29,403,1344,15108,1046,0.18053703281754468
500,20,0.1,0.2,0.0001,380,0.6,0.26,515,2267,14185,934,0.1638353848195059
500,20,0.1,0.2,0.0001,380,0.7,0.22,668,3300,13152,781,0.1710080380390117
500,20,0.1,0.2,0.0001,380,0.8,0.26,609,2439,14013,840,0.19740692311381777
500,20,0.1,0.2,0.0001,380,0.9,0.24,642,2789,13663,807,0.18954874105914563
500,20,0.1,0.2,5e-05,20,0.1,0.52,1000,10340,6112,449,0.03488889480614475
500,20,0.1,0.2,5e-05,20,0.2,0.5,1448,16416,36,1,0.008996641453037229
500,20,0.1,0.2,5e-05,20,0.3,0.22,1430,16131,321,19,0.012785831184530605
500,20,0.1,0.2,5e-05,20,0.4,0.33,1404,15820,632,45,0.010521896518316094
500,20,0.1,0.2,5e-05,20,0.5,0.44,1333,14653,1799,116,0.025849730636436526
500,20,0.1,0.2,5e-05,20,0.6,0.32,1400,15711,741,49,0.014904864286492323
500,20,0.1,0.2,5e-05,20,0.7,0.38,1440,16219,233,9,0.018779638072685578
500,20,0.1,0.2,5e-05,20,0.8,0.56,1,3,16449,1448,0.009266188610939013
500,20,0.1,0.2,5e-05,20,0.9,0.68,0,1,16451,1449,-0.0022181878739420424
500,20,0.1,0.2,5e-05,80,0.1,0.3,1449,16435,17,0,0.009149913162621294
500,20,0.1,0.2,5e-05,80,0.2,0.36,1313,14532,1920,136,0.019542620411067572
500,20,0.1,0.2,5e-05,80,0.3,0.39,704,5579,10873,745,0.08386031122127098
500,20,0.1,0.2,5e-05,80,0.4,0.4,1104,9407,7045,345,0.105324041272979
500,20,0.1,0.2,5e-05,80,0.5,0.36,1447,16390,62,2,0.010913831910692286
500,20,0.1,0.2,5e-05,80,0.6,0.29,1342,14052,2400,107,0.056615263528024214
500,20,0.1,0.2,5e-05,80,0.7,0.28,1369,15229,1223,80,0.020081205531722345
500,20,0.1,0.2,5e-05,80,0.8,0.24,1169,11936,4516,280,0.05004443366314457
500,20,0.1,0.2,5e-05,80,0.9,0.26,516,2451,14001,933,0.1519277872619012
500,20,0.1,0.2,5e-05,140,0.1,0.29,1313,14105,2347,136,0.038508568757543
500,20,0.1,0.2,5e-05,140,0.2,0.25,1429,15953,499,20,0.026867747101638445
500,20,0.1,0.2,5e-05,140,0.3,0.23,1447,16395,57,2,0.009919023977359819
500,20,0.1,0.2,5e-05,140,0.4,0.27,976,9471,6981,473,0.054163406028551776
500,20,0.1,0.2,5e-05,140,0.5,0.25,1216,13413,3039,233,0.01687974548861581
500,20,0.1,0.2,5e-05,140,0.6,0.21,1446,16397,55,3,0.006108151274871043
500,20,0.1,0.2,5e-05,140,0.7,0.25,917,8641,7811,532,0.058845528057315646
500,20,0.1,0.2,5e-05,140,0.8,0.3,431,3108,13344,1018,0.07432909755158176
500,20,0.1,0.2,5e-05,140,0.9,0.23,649,3400,13052,800,0.15727173000094286
500,20,0.1,0.2,5e-05,200,0.1,0.31,1449,16450,2,0,0.0031370790043494146
500,20,0.1,0.2,5e-05,200,0.2,0.43,1263,13155,3297,186,0.04963277687188564
500,20,0.1,0.2,5e-05,200,0.3,0.27,1300,12907,3545,149,0.07592046360763767
500,20,0.1,0.2,5e-05,200,0.4,0.25,1447,16373,79,2,0.013905115064394073
500,20,0.1,0.2,5e-05,200,0.5,0.3,223,1103,15349,1226,0.09045726214885413
500,20,0.1,0.2,5e-05,200,0.6,0.23,1095,11773,4679,354,0.024326695361539218
500,20,0.1,0.2,5e-05,200,0.7,0.2,1303,13970,2482,146,0.038613649396803826
500,20,0.1,0.2,5e-05,200,0.8,0.25,552,3066,13386,897,0.13216749520772425
500,20,0.1,0.2,5e-05,200,0.9,0.19,1063,8190,8262,386,0.1287015407310268
500,20,0.1,0.2,5e-05,260,0.1,0.29,1275,13289,3163,174,0.05054783273789177
500,20,0.1,0.2,5e-05,260,0.2,0.3,1192,12834,3618,257,0.028179145445144008
500,20,0.1,0.2,5e-05,260,0.3,0.2,1440,16305,147,9,0.007993463582519908
500,20,0.1,0.2,5e-05,260,0.4,0.29,676,6102,10350,773,0.053775281485224445
500,20,0.1,0.2,5e-05,260,0.5,0.15,1449,16444,8,0,0.006275209866764622
500,20,0.1,0.2,5e-05,260,0.6,0.28,422,2797,13655,1027,0.08609636604043355
500,20,0.1,0.2,5e-05,260,0.7,0.22,1157,10400,6052,292,0.09484957134884113
500,20,0.1,0.2,5e-05,260,0.8,0.23,672,5179,11273,777,0.08662518455696315
500,20,0.1,0.2,5e-05,260,0.9,0.2,834,4839,11613,615,0.16498588017492888
500,20,0.1,0.2,5e-05,320,0.1,0.48,2,23,16429,1447,-0.0001295960148348482
500,20,0.1,0.2,5e-05,320,0.2,0.31,1383,15212,1240,66,0.031276767326164745
500,20,0.1,0.2,5e-05,320,0.3,0.27,1333,14455,1997,116,0.03493629207436537
500,20,0.1,0.2,5e-05,320,0.4,0.23,1421,15903,549,28,0.02169143486382239
500,20,0.1,0.2,5e-05,320,0.5,0.2,1449,16450,2,0,0.0031370790043494146
500,20,0.1,0.2,5e-05,320,0.6,0.23,1053,10444,6008,396,0.05228794971704472
500,20,0.1,0.2,5e-05,320,0.7,0.2,1239,13378,3074,210,0.02954093616246591
500,20,0.1,0.2,5e-05,320,0.8,0.25,468,2047,14405,981,0.15584785609175345
500,20,0.1,0.2,5e-05,320,0.9,0.28,494,1855,14597,955,0.18431991552316046
500,20,0.1,0.2,5e-05,380,0.1,0.26,1351,14815,1637,98,0.029380370941255035
500,20,0.1,0.2,5e-05,380,0.2,0.28,733,5164,11288,716,0.11141109619014235
500,20,0.1,0.2,5e-05,380,0.3,0.22,1278,14150,2302,171,0.01731867244857596
500,20,0.1,0.2,5e-05,380,0.4,0.28,348,2034,14418,1101,0.09358163811252175
500,20,0.1,0.2,5e-05,380,0.5,0.44,1,3,16449,1448,0.009266188610939013
500,20,0.1,0.2,5e-05,380,0.6,0.25,524,2719,13733,925,0.13905475434655046
500,20,0.1,0.2,5e-05,380,0.7,0.26,678,3997,12455,771,0.13968289702052172
500,20,0.1,0.2,5e-05,380,0.8,0.22,737,4033,12419,712,0.1625542717620893
500,20,0.1,0.2,5e-05,380,0.9,0.25,523,1897,14555,926,0.19594034113864545
500,20,0.1,0.2,1e-05,20,0.1,0.49,960,8752,7700,489,0.07147665664626726
500,20,0.1,0.2,1e-05,20,0.2,0.39,1435,16186,266,14,0.014301802080101528
500,20,0.1,0.2,1e-05,20,0.3,0.21,1413,15882,570,36,0.014782249106187195
500,20,0.1,0.2,1e-05,20,0.4,0.55,1385,15240,1212,64,0.03127275979020407
500,20,0.1,0.2,1e-05,20,0.5,0.43,1447,16410,42,2,0.00645906760401637
500,20,0.1,0.2,1e-05,20,0.6,0.45,1015,8667,7785,434,0.09505958705982998
500,20,0.1,0.2,1e-05,20,0.7,0.52,999,8874,7578,450,0.08229282261335623
500,20,0.1,0.2,1e-05,20,0.8,0.35,1444,16386,66,5,0.0024345176627771255
500,20,0.1,0.2,1e-05,20,0.9,0.34,1445,16312,140,4,0.017553987753419348
500,20,0.1,0.2,1e-05,80,0.1,0.44,1314,14111,2341,135,0.03881132342743502
500,20,0.1,0.2,1e-05,80,0.2,0.48,939,7514,8938,510,0.10452184386879254
500,20,0.1,0.2,1e-05,80,0.3,0.45,1449,16444,8,0,0.006275209866764622
500,20,0.1,0.2,1e-05,80,0.4,0.28,1449,16436,16,0,0.008876471467210663
500,20,0.1,0.2,1e-05,80,0.5,0.7,1,2,16450,1448,0.011980116984671416
500,20,0.1,0.2,1e-05,80,0.6,0.61,0,3,16449,1449,-0.003842228754048004
500,20,0.1,0.2,1e-05,80,0.7,0.58,3,10,16442,1446,0.014808327593165574
500,20,0.1,0.2,1e-05,80,0.8,0.48,1370,14723,1729,79,0.045776929660604336
500,20,0.1,0.2,1e-05,80,0.9,0.34,1291,13640,2812,158,0.045370800830041844
500,20,0.1,0.2,1e-05,140,0.1,0.59,1179,9713,6739,270,0.12477063707141836
500,20,0.1,0.2,1e-05,140,0.2,0.46,983,8991,7461,466,0.07242678281567341
500,20,0.1,0.2,1e-05,140,0.3,0.64,1165,9189,7263,284,0.1355809474998051
500,20,0.1,0.2,1e-05,140,0.4,0.35,1424,16069,383,25,0.011014156683633274
500,20,0.1,0.2,1e-05,140,0.5,0.36,1299,14150,2302,150,0.028877838430316695
500,20,0.1,0.2,1e-05,140,0.6,0.65,1,4,16448,1448,0.007296047973931355
500,20,0.1,0.2,1e-05,140,0.7,0.32,1417,15533,919,32,0.04107402981370142
500,20,0.1,0.2,1e-05,140,0.8,0.38,1341,14835,1617,108,0.021953776695017118
500,20,0.1,0.2,1e-05,140,0.9,0.2,1448,16429,23,1,0.005276516462055848
500,20,0.1,0.2,1e-05,200,0.1,0.43,1429,16141,311,20,0.010327294994704354
500,20,0.1,0.2,1e-05,200,0.2,0.54,1182,13016,3436,267,0.01655476103698124
500,20,0.1,0.2,1e-05,200,0.3,0.38,1104,10430,6022,345,0.07289371246711633
500,20,0.1,0.2,1e-05,200,0.4,0.44,1429,15880,572,20,0.03197756857553248
500,20,0.1,0.2,1e-05,200,0.5,0.31,1426,16066,386,23,0.01385341507124481
500,20,0.1,0.2,1e-05,200,0.6,0.37,1448,16442,10,1,-0.0009058451158343758
500,20,0.1,0.2,1e-05,200,0.7,0.47,665,3653,12799,784,0.1510304546157829
500,20,0.1,0.2,1e-05,200,0.8,0.38,1449,16405,47,0,0.015226707531639166
500,20,0.1,0.2,1e-05,200,0.9,0.24,947,9805,6647,502,0.03206511919201374
500,20,0.1,0.2,1e-05,260,0.1,0.37,1449,16451,1,0,0.0022181878739420424
500,20,0.1,0.2,1e-05,260,0.2,0.42,1090,10242,6210,359,0.07340000986530566
500,20,0.1,0.2,1e-05,260,0.3,0.54,1183,11815,4637,266,0.06010615363931184
500,20,0.1,0.2,1e-05,260,0.4,0.4,997,9594,6858,452,0.05821463914568541
500,20,0.1,0.2,1e-05,260,0.5,0.38,293,3097,13355,1156,0.009720745062805779
500,20,0.1,0.2,1e-05,260,0.6,0.43,1156,12571,3881,293,0.02173100885039141
500,20,0.1,0.2,1e-05,260,0.7,0.57,0,4,16448,1449,-0.004436747557951468
500,20,0.1,0.2,1e-05,260,0.8,0.65,1,0,16452,1448,0.025185387786124554
500,20,0.1,0.2,1e-05,260,0.9,0.27,763,5777,10675,686,0.09936733510358495
500,20,0.1,0.2,1e-05,320,0.1,0.5,698,5565,10887,751,0.08204047750907906
500,20,0.1,0.2,1e-05,320,0.2,0.37,1447,16337,115,2,0.01898807302474602
500,20,0.1,0.2,1e-05,320,0.3,0.37,1367,14309,2143,82,0.06090230062695288
500,20,0.1,0.2,1e-05,320,0.4,0.66,2,12,16440,1447,0.006350434726340224
500,20,0.1,0.2,1e-05,320,0.5,0.41,1402,15141,1311,47,0.04867322816398211
500,20,0.1,0.2,1e-05,320,0.6,0.35,1262,13509,2943,187,0.035781043842517964
500,20,0.1,0.2,1e-05,320,0.7,0.44,1406,15817,635,43,0.012747112501253769
500,20,0.1,0.2,1e-05,320,0.8,0.31,1257,13341,3111,192,0.03979102680640749
500,20,0.1,0.2,1e-05,320,0.9,0.24,964,7306,9146,485,0.12101892476883133
500,20,0.1,0.2,1e-05,380,0.1,0.48,909,9476,6976,540,0.028378689021468118
500,20,0.1,0.2,1e-05,380,0.2,0.29,1384,15502,950,65,0.015196334371988465
500,20,0.1,0.2,1e-05,380,0.3,0.31,1449,16446,6,0,0.005434187462524194
500,20,0.1,0.2,1e-05,380,0.4,0.28,1449,16447,5,0,0.004960573157951639
500,20,0.1,0.2,1e-05,380,0.5,0.39,1415,15965,487,34,0.009957313765233271
500,20,0.1,0.2,1e-05,380,0.6,0.21,1446,16391,61,3,0.007482340973233077
500,20,0.1,0.2,1e-05,380,0.7,0.35,1421,15999,453,28,0.013849740814103353
500,20,0.1,0.2,1e-05,380,0.8,0.19,1449,16410,42,0,0.014391992329785976
500,20,0.1,0.2,1e-05,380,0.9,0.23,1249,12957,3495,200,0.05014544004727789
500,20,0.1,0.2,5e-06,20,0.1,0.3,1444,16288,164,5,0.018383075886762128
500,20,0.1,0.2,5e-06,20,0.2,0.44,1448,16409,43,1,0.010595283143098327
500,20,0.1,0.2,5e-06,20,0.3,0.79,3,81,16371,1446,-0.011386531592994168
500,20,0.1,0.2,5e-06,20,0.4,0.35,1446,16388,64,3,0.00812800986454085
500,20,0.1,0.2,5e-06,20,0.5,0.42,1404,15248,1204,45,0.04510103118853371
500,20,0.1,0.2,5e-06,20,0.6,0.37,1167,11930,4522,282,0.049392895878584954
500,20,0.1,0.2,5e-06,20,0.7,0.48,1301,14376,2076,148,0.019883140532819452
500,20,0.1,0.2,5e-06,20,0.8,0.4,1445,16239,213,4,0.025388490967092597
500,20,0.1,0.2,5e-06,20,0.9,0.56,1126,10110,6342,323,0.09172446845501003
500,20,0.1,0.2,5e-06,80,0.1,0.26,1449,16444,8,0,0.006275209866764622
500,20,0.1,0.2,5e-06,80,0.2,0.4,990,9597,6855,459,0.0554280749490848
500,20,0.1,0.2,5e-06,80,0.3,0.55,1124,8959,7493,325,0.12711633357441499
500,20,0.1,0.2,5e-06,80,0.4,0.22,1447,16404,48,2,0.007944937012183921
500,20,0.1,0.2,5e-06,80,0.5,0.29,1447,16381,71,2,0.012562805072755413
500,20,0.1,0.2,5e-06,80,0.6,0.52,1200,10815,5637,249,0.09915968675500812
500,20,0.1,0.2,5e-06,80,0.7,0.47,1308,13512,2940,141,0.058811418800411394
500,20,0.1,0.2,5e-06,80,0.8,0.47,958,6991,9461,491,0.129668637698194
500,20,0.1,0.2,5e-06,80,0.9,0.37,1401,15238,1214,48,0.0433273077445217
500,20,0.1,0.2,5e-06,140,0.1,0.54,1449,16421,31,0,0.012360709875005085
500,20,0.1,0.2,5e-06,140,0.2,0.21,1446,16374,78,3,0.010853446316398948
500,20,0.1,0.2,5e-06,140,0.3,0.29,1449,16450,2,0,0.0031370790043494146
500,20,0.1,0.2,5e-06,140,0.4,0.39,597,5533,10919,852,0.04350938295814015
500,20,0.1,0.2,5e-06,140,0.5,0.42,1080,9469,6983,369,0.09413332419313479
500,20,0.1,0.2,5e-06,140,0.6,0.42,1404,15527,925,45,0.030322826272422013
500,20,0.1,0.2,5e-06,140,0.7,0.44,895,7299,9153,554,0.09526534994230967
500,20,0.1,0.2,5e-06,140,0.8,0.27,1446,16369,83,3,0.0117335094595669
500,20,0.1,0.2,5e-06,140,0.9,0.34,1422,15826,626,27,0.028248118617362466
500,20,0.1,0.2,5e-06,200,0.1,0.35,1449,16435,17,0,0.009149913162621294
500,20,0.1,0.2,5e-06,200,0.2,0.37,1449,16450,2,0,0.0031370790043494146
500,20,0.1,0.2,5e-06,200,0.3,0.45,1381,15103,1349,68,0.03542650618459028
500,20,0.1,0.2,5e-06,200,0.4,0.4,1447,16382,70,2,0.012387455234675727
500,20,0.1,0.2,5e-06,200,0.5,0.72,1,4,16448,1448,0.007296047973931355
500,20,0.1,0.2,5e-06,200,0.6,0.5,1280,13916,2536,169,0.028567994612150073
500,20,0.1,0.2,5e-06,200,0.7,0.42,1226,13038,3414,223,0.036343402015275
500,20,0.1,0.2,5e-06,200,0.8,0.44,1025,9882,6570,424,0.05966315726922992
500,20,0.1,0.2,5e-06,200,0.9,0.25,1429,16043,409,20,0.019719847574175168
500,20,0.1,0.2,5e-06,260,0.1,0.72,0,1,16451,1449,-0.0022181878739420424
500,20,0.1,0.2,5e-06,260,0.2,0.61,960,7284,9168,489,0.12026748712961767
500,20,0.1,0.2,5e-06,260,0.3,0.63,0,2,16450,1449,-0.0031370790043494146
500,20,0.1,0.2,5e-06,260,0.4,0.5,1245,13604,2848,204,0.023442991584348
500,20,0.1,0.2,5e-06,260,0.5,0.26,1442,16330,122,7,0.008334371474360187
500,20,0.1,0.2,5e-06,260,0.6,0.6,2,14,16438,1447,0.004831060946051766
500,20,0.1,0.2,5e-06,260,0.7,0.33,1438,16232,220,11,0.013970328620020749
500,20,0.1,0.2,5e-06,260,0.8,0.49,621,6211,10241,828,0.02866171280107261
500,20,0.1,0.2,5e-06,260,0.9,0.28,1285,13224,3228,164,0.05778420355964555
500,20,0.1,0.2,5e-06,320,0.1,0.45,1420,15732,720,29,0.032352403579532146
500,20,0.1,0.2,5e-06,320,0.2,0.38,1268,14027,2425,181,0.017388808845546916
500,20,0.1,0.2,5e-06,320,0.3,0.47,327,3014,13438,1122,0.02973310634272736
500,20,0.1,0.2,5e-06,320,0.4,0.32,1447,16390,62,2,0.010913831910692286
500,20,0.1,0.2,5e-06,320,0.5,0.45,1356,14938,1514,93,0.026566796956635927
500,20,0.1,0.2,5e-06,320,0.6,0.28,1449,16451,1,0,0.0022181878739420424
500,20,0.1,0.2,5e-06,320,0.7,0.43,1449,16419,33,0,0.012753924459193322
500,20,0.1,0.2,5e-06,320,0.8,0.41,758,7906,8546,691,0.023233874375019656
500,20,0.1,0.2,5e-06,320,0.9,0.19,1449,16440,12,0,0.007686390299786543
500,20,0.1,0.2,5e-06,380,0.1,0.35,1449,16444,8,0,0.006275209866764622
500,20,0.1,0.2,5e-06,380,0.2,0.37,824,8468,7984,625,0.02945595950242047
500,20,0.1,0.2,5e-06,380,0.3,0.4,1382,15523,929,67,0.012170791051843228
500,20,0.1,0.2,5e-06,380,0.4,0.29,1447,16374,78,2,0.013742809537941086
500,20,0.1,0.2,5e-06,380,0.5,0.53,868,7727,8725,581,0.07062429246251736
500,20,0.1,0.2,5e-06,380,0.6,0.34,1297,14433,2019,152,0.014889300479727818
500,20,0.1,0.2,5e-06,380,0.7,0.35,1026,10595,5857,423,0.036623823401715445
500,20,0.1,0.2,5e-06,380,0.8,0.43,880,8925,7527,569,0.035526150537247024
500,20,0.1,0.2,5e-06,380,0.9,0.26,1156,12467,3985,293,0.02558999558193254
500,20,0.1,0.2,1e-06,20,0.1,0.42,1010,8213,8239,439,0.10796265383744867
500,20,0.1,0.2,1e-06,20,0.2,0.28,1449,16450,2,0,0.0031370790043494146
500,20,0.1,0.2,1e-06,20,0.3,0.44,829,5856,10596,620,0.12189266434368079
500,20,0.1,0.2,1e-06,20,0.4,0.24,1448,16427,25,1,0.00594044971482735
500,20,0.1,0.2,1e-06,20,0.5,0.3,906,9160,7292,543,0.0376536809304363
500,20,0.1,0.2,1e-06,20,0.6,0.26,1449,16445,7,0,0.005869757316330834
500,20,0.1,0.2,1e-06,20,0.7,0.54,286,2928,13524,1163,0.013790264675323374
500,20,0.1,0.2,1e-06,20,0.8,0.39,1366,14991,1461,83,0.030626288076187978
500,20,0.1,0.2,1e-06,20,0.9,0.28,1428,15899,553,21,0.02960178553646417
500,20,0.1,0.2,1e-06,80,0.1,0.56,1406,15469,983,43,0.03528891009806341
500,20,0.1,0.2,1e-06,80,0.2,0.62,0,8,16444,1449,-0.006275209866764622
500,20,0.1,0.2,1e-06,80,0.3,0.47,944,6755,9697,505,0.13271262434668005
