BatchSize,HiddenNodes,WeightNonbinding,WeightBinding,LearningRate,Epochs,Momentum,BestCutoff,TruePositives,FalsePositives,TrueNegatives,FalseNegatives,MCC
500,20,0.1,0.4,0.0005,200,0.7,0.5,358,964,15488,1091,0.19656040978512992
500,20,0.1,0.4,0.0005,200,0.8,0.55,223,395,16057,1226,0.1940508116761668
500,20,0.1,0.4,0.0005,200,0.9,0.45,512,1803,14649,937,0.19813231137013837
500,20,0.1,0.4,0.0005,260,0.1,0.4,570,2218,14234,879,0.19448240220151675
500,20,0.1,0.4,0.0005,260,0.2,0.39,643,2671,13781,806,0.1976120301240478
500,20,0.1,0.4,0.0005,260,0.3,0.45,357,1004,15448,1092,0.19073973926646665
500,20,0.1,0.4,0.0005,260,0.4,0.4,607,2374,14078,842,0.2010463145824093
500,20,0.1,0.4,0.0005,260,0.5,0.45,426,1342,15110,1023,0.19420076754378365
500,20,0.1,0.4,0.0005,260,0.6,0.39,676,3021,13431,773,0.1906127215180394
500,20,0.1,0.4,0.0005,260,0.7,0.51,339,845,15607,1110,0.20038833745169227
500,20,0.1,0.4,0.0005,260,0.8,0.5,371,1002,15450,1078,0.20000069753039354
500,20,0.1,0.4,0.0005,260,0.9,0.57,245,445,16007,1204,0.20123683389416683
500,20,0.1,0.4,0.0005,320,0.1,0.37,658,3145,13307,791,0.1753335704325353
500,20,0.1,0.4,0.0005,320,0.2,0.43,486,1692,14760,963,0.19403506186365338
500,20,0.1,0.4,0.0005,320,0.3,0.42,589,2281,14171,860,0.19910698025902215
500,20,0.1,0.4,0.0005,320,0.4,0.45,532,1997,14455,917,0.1924537343709878
500,20,0.1,0.4,0.0005,320,0.5,0.4,590,2467,13985,859,0.18643832751827927
500,20,0.1,0.4,0.0005,320,0.6,0.43,546,1945,14507,903,0.2037817158861347
500,20,0.1,0.4,0.0005,320,0.7,0.49,391,1128,15324,1058,0.1970052891727262
500,20,0.1,0.4,0.0005,320,0.8,0.53,321,786,15666,1128,0.19675887451953403
500,20,0.1,0.4,0.0005,320,0.9,0.54,317,731,15721,1132,0.20254407173929728
500,20,0.1,0.4,0.0005,380,0.1,0.39,620,2724,13728,829,0.18356386798985527
500,20,0.1,0.4,0.0005,380,0.2,0.45,475,1562,14890,974,0.20001111919036446
500,20,0.1,0.4,0.0005,380,0.3,0.42,540,2020,14432,909,0.1946903965722257
500,20,0.1,0.4,0.0005,380,0.4,0.44,547,2022,14430,902,0.19806982911467857
500,20,0.1,0.4,0.0005,380,0.5,0.36,742,3550,12902,707,0.18929074681744357
500,20,0.1,0.4,0.0005,380,0.6,0.51,285,610,15842,1164,0.19975171798770525
500,20,0.1,0.4,0.0005,380,0.7,0.51,346,939,15513,1103,0.19200305694940237
500,20,0.1,0.4,0.0005,380,0.8,0.45,533,1945,14507,916,0.19714371548888154
500,20,0.1,0.4,0.0005,380,0.9,0.51,362,897,15555,1087,0.20832518289901972
500,20,0.1,0.4,0.0001,20,0.1,0.27,1449,16432,20,0,0.00992530676548406
500,20,0.1,0.4,0.0001,20,0.2,0.37,1388,15270,1182,61,0.03191869458530213
500,20,0.1,0.4,0.0001,20,0.3,0.74,1,0,16452,1448,0.025185387786124554
500,20,0.1,0.4,0.0001,20,0.4,0.37,1449,16451,1,0,0.0022181878739420424
500,20,0.1,0.4,0.0001,20,0.5,0.46,1239,12762,3690,210,0.05243732239030854
500,20,0.1,0.4,0.0001,20,0.6,0.48,1339,14384,2068,110,0.04153763261098488
500,20,0.1,0.4,0.0001,20,0.7,0.28,1444,16319,133,5,0.0144494727196323
500,20,0.1,0.4,0.0001,20,0.8,0.33,1449,16446,6,0,0.005434187462524194
500,20,0.1,0.4,0.0001,20,0.9,0.34,938,8327,8125,511,0.07707460009298063
500,20,0.1,0.4,0.0001,80,0.1,0.41,479,1984,14468,970,0.1662619449442945
500,20,0.1,0.4,0.0001,80,0.2,0.35,1207,13194,3258,242,0.02133239522715192
500,20,0.1,0.4,0.0001,80,0.3,0.37,644,5704,10748,805,0.0557243538093824
500,20,0.1,0.4,0.0001,80,0.4,0.53,6,51,16401,1443,0.005039090953595954
500,20,0.1,0.4,0.0001,80,0.5,0.37,623,4234,12218,826,0.10587349339201917
500,20,0.1,0.4,0.0001,80,0.6,0.4,467,2417,14035,982,0.13011636694356216
500,20,0.1,0.4,0.0001,80,0.7,0.39,572,2850,13602,877,0.15365780338790594
500,20,0.1,0.4,0.0001,80,0.8,0.34,750,4647,11805,699,0.13975581583660962
500,20,0.1,0.4,0.0001,80,0.9,0.37,662,3144,13308,787,0.1771638385182693
500,20,0.1,0.4,0.0001,140,0.1,0.33,1278,13129,3323,171,0.05778495923587872
500,20,0.1,0.4,0.0001,140,0.2,0.38,871,6641,9811,578,0.10912523630884442
500,20,0.1,0.4,0.0001,140,0.3,0.42,715,4864,11588,734,0.11647744753578207
500,20,0.1,0.4,0.0001,140,0.4,0.37,1348,14935,1517,101,0.021406927212276296
500,20,0.1,0.4,0.0001,140,0.5,0.41,395,2254,14198,1054,0.10415732239741644
500,20,0.1,0.4,0.0001,140,0.6,0.44,442,1658,14794,1007,0.17313098560038567
500,20,0.1,0.4,0.0001,140,0.7,0.36,753,3872,12580,696,0.17715667071804367
500,20,0.1,0.4,0.0001,140,0.8,0.35,684,3642,12810,765,0.15971559669760738
500,20,0.1,0.4,0.0001,140,0.9,0.41,584,2321,14131,865,0.19378355496621272
500,20,0.1,0.4,0.0001,200,0.1,0.36,690,6125,10327,759,0.05836051800826791
500,20,0.1,0.4,0.0001,200,0.2,0.38,604,4410,12042,845,0.09037317205080211
500,20,0.1,0.4,0.0001,200,0.3,0.35,945,6835,9617,504,0.13025137367547637
500,20,0.1,0.4,0.0001,200,0.4,0.4,731,5785,10667,718,0.08665057584962697
500,20,0.1,0.4,0.0001,200,0.5,0.35,667,3931,12521,782,0.1382046131327611
500,20,0.1,0.4,0.0001,200,0.6,0.35,715,4010,12442,734,0.1545172689837663
500,20,0.1,0.4,0.0001,200,0.7,0.33,810,4708,11744,639,0.16115672345280352
500,20,0.1,0.4,0.0001,200,0.8,0.39,635,2721,13731,814,0.1906727284535302
500,20,0.1,0.4,0.0001,200,0.9,0.43,463,1608,14844,986,0.18912920133394626
500,20,0.1,0.4,0.0001,260,0.1,0.34,977,9650,6802,472,0.04870431106752833
500,20,0.1,0.4,0.0001,260,0.2,0.37,728,4364,12088,721,0.14337758505511153
500,20,0.1,0.4,0.0001,260,0.3,0.39,463,2330,14122,986,0.1337200800923565
500,20,0.1,0.4,0.0001,260,0.4,0.37,628,2941,13511,821,0.17383743310356092
500,20,0.1,0.4,0.0001,260,0.5,0.36,729,3730,12722,720,0.17430426480811803
500,20,0.1,0.4,0.0001,260,0.6,0.37,710,3405,13047,739,0.18347121532342955
500,20,0.1,0.4,0.0001,260,0.7,0.37,640,3055,13397,809,0.17251512116318266
500,20,0.1,0.4,0.0001,260,0.8,0.39,625,2544,13908,824,0.19772482248397627
500,20,0.1,0.4,0.0001,260,0.9,0.45,500,1608,14844,949,0.20928923956324258
500,20,0.1,0.4,0.0001,320,0.1,0.36,726,4561,11891,723,0.1338077355120946
500,20,0.1,0.4,0.0001,320,0.2,0.4,623,2991,13461,826,0.16861390130149814
500,20,0.1,0.4,0.0001,320,0.3,0.36,690,3689,12763,759,0.15987161922307241
500,20,0.1,0.4,0.0001,320,0.4,0.37,357,2399,14053,1092,0.07599566778967295
500,20,0.1,0.4,0.0001,320,0.5,0.37,635,2801,13651,814,0.18559265721784443
500,20,0.1,0.4,0.0001,320,0.6,0.35,762,4009,12443,687,0.1740866783939933
500,20,0.1,0.4,0.0001,320,0.7,0.37,560,2281,14171,889,0.18498871631064578
500,20,0.1,0.4,0.0001,320,0.8,0.39,662,2792,13660,787,0.19848102217385308
500,20,0.1,0.4,0.0001,320,0.9,0.43,572,2216,14236,877,0.1956120472919987
500,20,0.1,0.4,0.0001,380,0.1,0.34,861,6652,9800,588,0.10493950825803046
500,20,0.1,0.4,0.0001,380,0.2,0.36,670,3323,13129,779,0.17061337999384718
500,20,0.1,0.4,0.0001,380,0.3,0.34,803,4583,11869,646,0.16390255291783465
500,20,0.1,0.4,0.0001,380,0.4,0.36,639,3186,13266,810,0.1645817634012478
500,20,0.1,0.4,0.0001,380,0.5,0.38,503,2159,14293,946,0.16551044706062248
500,20,0.1,0.4,0.0001,380,0.6,0.41,549,2018,14434,900,0.19939741058591573
500,20,0.1,0.4,0.0001,380,0.7,0.44,367,1053,15399,1082,0.19102841395046963
500,20,0.1,0.4,0.0001,380,0.8,0.38,649,2884,13568,800,0.18680782211435498
500,20,0.1,0.4,0.0001,380,0.9,0.51,360,1027,15425,1089,0.1897781658719463
500,20,0.1,0.4,5e-05,20,0.1,0.31,1073,9370,7082,376,0.09459159004560558
500,20,0.1,0.4,5e-05,20,0.2,0.35,1431,16073,379,18,0.019659530790910876
500,20,0.1,0.4,5e-05,20,0.3,0.49,1096,9516,6936,353,0.0988022884970676
500,20,0.1,0.4,5e-05,20,0.4,0.57,1,5,16447,1448,0.00575483827553028
500,20,0.1,0.4,5e-05,20,0.5,0.56,0,3,16449,1449,-0.003842228754048004
500,20,0.1,0.4,5e-05,20,0.6,0.42,1432,16059,393,17,0.022162315116100565
500,20,0.1,0.4,5e-05,20,0.7,0.41,1397,15566,886,52,0.021991857909797255
500,20,0.1,0.4,5e-05,20,0.8,0.52,880,8571,7881,569,0.047175334172640714
500,20,0.1,0.4,5e-05,20,0.9,0.61,4,27,16425,1445,0.00734311856930276
500,20,0.1,0.4,5e-05,80,0.1,0.39,1410,15588,864,39,0.03190529261302789
500,20,0.1,0.4,5e-05,80,0.2,0.38,1448,16433,19,1,0.003794426282084124
500,20,0.1,0.4,5e-05,80,0.3,0.49,1075,7629,8823,374,0.15180438653584424
500,20,0.1,0.4,5e-05,80,0.4,0.43,830,6468,9984,619,0.09972201841107022
500,20,0.1,0.4,5e-05,80,0.5,0.4,858,7509,8943,591,0.07418997083941704
500,20,0.1,0.4,5e-05,80,0.6,0.41,751,8064,8388,698,0.015349618956548058
500,20,0.1,0.4,5e-05,80,0.7,0.38,592,4323,12129,857,0.08910076071687283
500,20,0.1,0.4,5e-05,80,0.8,0.42,715,4392,12060,734,0.13680359735018513
500,20,0.1,0.4,5e-05,80,0.9,0.35,754,4231,12221,695,0.1601439485445631
500,20,0.1,0.4,5e-05,140,0.1,0.73,2,23,16429,1447,-0.0001295960148348482
500,20,0.1,0.4,5e-05,140,0.2,0.4,1153,11020,5432,296,0.07361182855925823
500,20,0.1,0.4,5e-05,140,0.3,0.47,321,3269,13183,1128,0.0155532571608563
500,20,0.1,0.4,5e-05,140,0.4,0.34,1429,16110,342,20,0.013535083632426524
500,20,0.1,0.4,5e-05,140,0.5,0.38,1219,13474,2978,230,0.015845685620274996
500,20,0.1,0.4,5e-05,140,0.6,0.3,1360,14891,1561,89,0.03154952305256218
500,20,0.1,0.4,5e-05,140,0.7,0.36,1319,14193,2259,130,0.03817076386212424
500,20,0.1,0.4,5e-05,140,0.8,0.35,739,4273,12179,710,0.15203983588103406
500,20,0.1,0.4,5e-05,140,0.9,0.39,551,2199,14253,898,0.18653092018858633
500,20,0.1,0.4,5e-05,200,0.1,0.48,260,1082,15370,1189,0.11772933143434264
500,20,0.1,0.4,5e-05,200,0.2,0.4,1014,7955,8497,435,0.11797328121656045
500,20,0.1,0.4,5e-05,200,0.3,0.36,1436,16203,249,13,0.013997952983230581
500,20,0.1,0.4,5e-05,200,0.4,0.31,1388,15530,922,61,0.016694524042142896
500,20,0.1,0.4,5e-05,200,0.5,0.51,109,301,16151,1340,0.10379469076845421
500,20,0.1,0.4,5e-05,200,0.6,0.33,1136,9861,6591,313,0.10344482654218344
500,20,0.1,0.4,5e-05,200,0.7,0.43,481,2116,14336,968,0.15747818882376916
500,20,0.1,0.4,5e-05,200,0.8,0.36,704,3960,12492,745,0.15233689293593095
500,20,0.1,0.4,5e-05,200,0.9,0.34,803,4233,12219,646,0.1800854806690999
500,20,0.1,0.4,5e-05,260,0.1,0.38,1336,14616,1836,113,0.029432801782132378
500,20,0.1,0.4,5e-05,260,0.2,0.47,38,65,16387,1411,0.08032290432795815
500,20,0.1,0.4,5e-05,260,0.3,0.33,1288,14013,2439,161,0.028748783412849893
500,20,0.1,0.4,5e-05,260,0.4,0.36,807,5683,10769,642,0.12000060957041936
500,20,0.1,0.4,5e-05,260,0.5,0.34,1405,15481,971,44,0.033793922721932386
500,20,0.1,0.4,5e-05,260,0.6,0.4,500,2353,14099,949,0.15055598164500467
500,20,0.1,0.4,5e-05,260,0.7,0.33,833,4993,11459,616,0.15798252022560721
500,20,0.1,0.4,5e-05,260,0.8,0.39,409,1352,15100,1040,0.18324283571068697
500,20,0.1,0.4,5e-05,260,0.9,0.36,700,3251,13201,749,0.18775378600284837
500,20,0.1,0.4,5e-05,320,0.1,0.42,671,4118,12334,778,0.13110080431396182
500,20,0.1,0.4,5e-05,320,0.2,0.37,1319,14329,2123,130,0.0323372013803547
500,20,0.1,0.4,5e-05,320,0.3,0.32,1172,11089,5363,277,0.07915357008941556
500,20,0.1,0.4,5e-05,320,0.4,0.36,699,4629,11823,750,0.11992768743431621
500,20,0.1,0.4,5e-05,320,0.5,0.37,626,3923,12529,823,0.12126970742438166
500,20,0.1,0.4,5e-05,320,0.6,0.37,646,3927,12525,803,0.1295400716459595
500,20,0.1,0.4,5e-05,320,0.7,0.38,433,1559,14893,1016,0.17698996516236357
500,20,0.1,0.4,5e-05,320,0.8,0.36,692,3645,12807,757,0.16297611568664816
500,20,0.1,0.4,5e-05,320,0.9,0.33,820,4291,12161,629,0.18423863067718874
500,20,0.1,0.4,5e-05,380,0.1,0.34,1269,13956,2496,180,0.02102829588431439
500,20,0.1,0.4,5e-05,380,0.2,0.36,658,4449,12003,791,0.11094990938072558
500,20,0.1,0.4,5e-05,380,0.3,0.34,977,7259,9193,472,0.1275281007501328
500,20,0.1,0.4,5e-05,380,0.4,0.34,1084,10992,5460,365,0.04655833244435878
500,20,0.1,0.4,5e-05,380,0.5,0.4,485,1949,14503,964,0.17208056449993728
500,20,0.1,0.4,5e-05,380,0.6,0.37,399,2216,14236,1050,0.10863115078943038
500,20,0.1,0.4,5e-05,380,0.7,0.41,380,1279,15173,1069,0.17354696414098092
500,20,0.1,0.4,5e-05,380,0.8,0.35,718,3748,12704,731,0.16873825659068636
500,20,0.1,0.4,5e-05,380,0.9,0.39,633,2689,13763,816,0.191818639456975
500,20,0.1,0.4,1e-05,20,0.1,0.39,1359,15118,1334,90,0.019123859141695156
500,20,0.1,0.4,1e-05,20,0.2,0.51,1154,9456,6996,295,0.12304298165189483
500,20,0.1,0.4,1e-05,20,0.3,0.38,1439,16223,229,10,0.016677697909870358
500,20,0.1,0.4,1e-05,20,0.4,0.45,1142,9773,6679,307,0.10852750994556351
500,20,0.1,0.4,1e-05,20,0.5,0.68,3,10,16442,1446,0.014808327593165574
500,20,0.1,0.4,1e-05,20,0.6,0.45,1443,16327,125,6,0.01106299761440693
500,20,0.1,0.4,1e-05,20,0.7,0.49,1236,11645,4807,213,0.08815355170194011
500,20,0.1,0.4,1e-05,20,0.8,0.51,1244,11984,4468,205,0.0807940424060608
500,20,0.1,0.4,1e-05,20,0.9,0.48,1278,14048,2404,171,0.02184719272831929
500,20,0.1,0.4,1e-05,80,0.1,0.63,726,5977,10475,723,0.07762218410622783
500,20,0.1,0.4,1e-05,80,0.2,0.41,1446,16390,62,3,0.007700395068806211
500,20,0.1,0.4,1e-05,80,0.3,0.33,1441,16235,217,8,0.0187754251226111
500,20,0.1,0.4,1e-05,80,0.4,0.58,829,5793,10659,620,0.12429199649287441
500,20,0.1,0.4,1e-05,80,0.5,0.28,1449,16359,93,0,0.02144661438283499
500,20,0.1,0.4,1e-05,80,0.6,0.41,1047,9796,6656,402,0.07095841584131991
500,20,0.1,0.4,1e-05,80,0.7,0.6,1287,12398,4054,162,0.0865279569181514
500,20,0.1,0.4,1e-05,80,0.8,0.21,1430,16146,306,19,0.011209401361385382
500,20,0.1,0.4,1e-05,80,0.9,0.44,906,6984,9468,543,0.11028700225222594
500,20,0.1,0.4,1e-05,140,0.1,0.29,1449,16424,28,0,0.01174640931834227
500,20,0.1,0.4,1e-05,140,0.2,0.31,1383,15599,853,66,0.007785257889596527
500,20,0.1,0.4,1e-05,140,0.3,0.4,1306,14038,2414,143,0.037447436961968374
500,20,0.1,0.4,1e-05,140,0.4,0.29,1079,10658,5794,370,0.05558177913489556
500,20,0.1,0.4,1e-05,140,0.5,0.29,1449,16451,1,0,0.0022181878739420424
500,20,0.1,0.4,1e-05,140,0.6,0.46,1274,13896,2556,175,0.026237149635312686
500,20,0.1,0.4,1e-05,140,0.7,0.31,1446,16388,64,3,0.00812800986454085
500,20,0.1,0.4,1e-05,140,0.8,0.4,1398,15584,868,51,0.02170633485310341
500,20,0.1,0.4,1e-05,140,0.9,0.34,1393,15425,1027,56,0.027201529497816058
500,20,0.1,0.4,1e-05,200,0.1,0.43,1087,8992,7460,362,0.11196469071485175
500,20,0.1,0.4,1e-05,200,0.2,0.46,1149,10089,6363,300,0.10140648498846853
500,20,0.1,0.4,1e-05,200,0.3,0.5,1188,12815,3637,261,0.027057835757449772
500,20,0.1,0.4,1e-05,200,0.4,0.48,447,3207,13245,1002,0.07684487924480209
500,20,0.1,0.4,1e-05,200,0.5,0.55,1029,10620,5832,420,0.03697674043725396
500,20,0.1,0.4,1e-05,200,0.6,0.29,1449,16443,9,0,0.006656051173788784
500,20,0.1,0.4,1e-05,200,0.7,0.24,1449,16433,19,0,0.009673721886192255
500,20,0.1,0.4,1e-05,200,0.8,0.46,878,7526,8926,571,0.0811492412225311
500,20,0.1,0.4,1e-05,200,0.9,0.35,735,4733,11719,714,0.13001591052865094
500,20,0.1,0.4,1e-05,260,0.1,0.32,1449,16445,7,0,0.005869757316330834
500,20,0.1,0.4,1e-05,260,0.2,0.39,1238,12153,4299,211,0.07268367683786844
500,20,0.1,0.4,1e-05,260,0.3,0.44,1080,10609,5843,369,0.05758215725013286
500,20,0.1,0.4,1e-05,260,0.4,0.37,1225,13349,3103,224,0.02385398778477468
500,20,0.1,0.4,1e-05,260,0.5,0.52,855,5679,10773,594,0.13873226495580604
500,20,0.1,0.4,1e-05,260,0.6,0.35,1090,9248,7204,359,0.10498142765953287
500,20,0.1,0.4,1e-05,260,0.7,0.48,555,3694,12758,894,0.10160289960931834
500,20,0.1,0.4,1e-05,260,0.8,0.38,995,7549,8903,454,0.12441032840048763
500,20,0.1,0.4,1e-05,260,0.9,0.34,762,5446,11006,687,0.11166555799428955
500,20,0.1,0.4,1e-05,320,0.1,0.26,1118,11155,5297,331,0.054948831944357325
500,20,0.1,0.4,1e-05,320,0.2,0.45,786,6378,10074,663,0.08616097243754833
500,20,0.1,0.4,1e-05,320,0.3,0.51,830,7894,8558,619,0.05074178763159074
500,20,0.1,0.4,1e-05,320,0.4,0.47,1105,8672,7780,344,0.12900910651502004
500,20,0.1,0.4,1e-05,320,0.5,0.41,1428,16117,335,21,0.01146684334971515
500,20,0.1,0.4,1e-05,320,0.6,0.3,1394,15669,783,55,0.012441736005881514
500,20,0.1,0.4,1e-05,320,0.7,0.36,1349,14653,1799,100,0.03572556988779847
500,20,0.1,0.4,1e-05,320,0.8,0.37,1255,11844,4608,194,0.0900050697158176
500,20,0.1,0.4,1e-05,320,0.9,0.38,650,3138,13314,799,0.17218430752907013
500,20,0.1,0.4,1e-05,380,0.1,0.44,1142,10268,6184,307,0.09305037943041766
500,20,0.1,0.4,1e-05,380,0.2,0.36,1440,16267,185,9,0.013260304187966296
500,20,0.1,0.4,1e-05,380,0.3,0.47,879,7562,8890,570,0.0803108676168565
500,20,0.1,0.4,1e-05,380,0.4,0.4,1449,16438,14,0,0.00830271454360259
500,20,0.1,0.4,1e-05,380,0.5,0.38,1153,12396,4056,296,0.026868266365305645
500,20,0.1,0.4,1e-05,380,0.6,0.32,1348,14947,1505,101,0.020782686018361907
500,20,0.1,0.4,1e-05,380,0.7,0.31,1311,13663,2789,138,0.05478561491794369
500,20,0.1,0.4,1e-05,380,0.8,0.35,1080,9455,6997,369,0.09457794234637965
500,20,0.1,0.4,1e-05,380,0.9,0.34,961,8930,7522,488,0.06605768321671589
500,20,0.1,0.4,5e-06,20,0.1,0.32,1449,16448,4,0,0.004436747557951468
500,20,0.1,0.4,5e-06,20,0.2,0.3,1438,16239,213,11,0.013140140723240365
500,20,0.1,0.4,5e-06,20,0.3,0.45,1449,16443,9,0,0.006656051173788784
500,20,0.1,0.4,5e-06,20,0.4,0.37,1445,16373,79,4,0.00819571433298555
500,20,0.1,0.4,5e-06,20,0.5,0.4,1428,15878,574,21,0.031034513946483513
500,20,0.1,0.4,5e-06,20,0.6,0.43,1080,10510,5942,369,0.06080753900800317
500,20,0.1,0.4,5e-06,20,0.7,0.28,1449,16440,12,0,0.007686390299786543
500,20,0.1,0.4,5e-06,20,0.8,0.39,1414,15691,761,35,0.029244286500794303
500,20,0.1,0.4,5e-06,20,0.9,0.52,1059,9843,6609,390,0.07409596872287486
500,20,0.1,0.4,5e-06,80,0.1,0.29,1447,16329,123,2,0.019967274307908484
500,20,0.1,0.4,5e-06,80,0.2,0.46,1448,16412,40,1,0.00993471949222179
500,20,0.1,0.4,5e-06,80,0.3,0.36,1418,15927,525,31,0.016535173742329042
500,20,0.1,0.4,5e-06,80,0.4,0.5,1128,10745,5707,321,0.07234711340678096
500,20,0.1,0.4,5e-06,80,0.5,0.4,1376,15299,1153,73,0.02127648028256674
500,20,0.1,0.4,5e-06,80,0.6,0.53,906,7339,9113,543,0.09804437348940107
500,20,0.1,0.4,5e-06,80,0.7,0.49,1118,11640,4812,331,0.038609049223738624
500,20,0.1,0.4,5e-06,80,0.8,0.5,984,9055,7397,465,0.07073109780537609
500,20,0.1,0.4,5e-06,80,0.9,0.53,1326,13697,2755,123,0.06131205380071392
500,20,0.1,0.4,5e-06,140,0.1,0.53,1055,7904,8548,394,0.13509928683162684
500,20,0.1,0.4,5e-06,140,0.2,0.37,1445,16302,150,4,0.018774424634975913
500,20,0.1,0.4,5e-06,140,0.3,0.49,1228,10903,5549,221,0.10782702196623108
500,20,0.1,0.4,5e-06,140,0.4,0.46,431,4151,12301,1018,0.028210489587127404
500,20,0.1,0.4,5e-06,140,0.5,0.47,1043,8050,8402,406,0.12575660332454164
500,20,0.1,0.4,5e-06,140,0.6,0.33,1412,15782,670,37,0.02127129887612156
500,20,0.1,0.4,5e-06,140,0.7,0.52,1053,10526,5926,396,0.04959498230578937
500,20,0.1,0.4,5e-06,140,0.8,0.41,1372,14920,1532,77,0.038125302601939186
500,20,0.1,0.4,5e-06,140,0.9,0.4,914,7669,8783,535,0.08988499812348463
500,20,0.1,0.4,5e-06,200,0.1,0.37,1449,16429,23,0,0.0106445987151487
500,20,0.1,0.4,5e-06,200,0.2,0.42,1266,11871,4581,183,0.09390492189356767
500,20,0.1,0.4,5e-06,200,0.3,0.51,1364,14376,2076,85,0.05652918610651315
500,20,0.1,0.4,5e-06,200,0.4,0.58,798,6087,10365,651,0.10132859580881885
500,20,0.1,0.4,5e-06,200,0.5,0.52,1063,8868,7584,386,0.10679015351325379
500,20,0.1,0.4,5e-06,200,0.6,0.37,1278,12894,3558,171,0.0659899715241763
500,20,0.1,0.4,5e-06,200,0.7,0.33,993,8991,7461,456,0.07622623540718627
500,20,0.1,0.4,5e-06,200,0.8,0.49,458,4586,11866,991,0.022632955981132
500,20,0.1,0.4,5e-06,200,0.9,0.35,1187,11088,5364,262,0.08532462955501253
500,20,0.1,0.4,5e-06,260,0.1,0.43,1367,14360,2092,82,0.0589240692946886
500,20,0.1,0.4,5e-06,260,0.2,0.4,1173,11023,5429,276,0.08166294988700029
500,20,0.1,0.4,5e-06,260,0.3,0.52,770,5176,11276,679,0.12554316226023737
500,20,0.1,0.4,5e-06,260,0.4,0.56,471,3070,13382,978,0.09479621785560653
500,20,0.1,0.4,5e-06,260,0.5,0.32,1447,16405,47,2,0.007708063843750412
500,20,0.1,0.4,5e-06,260,0.6,0.57,563,3104,13348,886,0.135076678920595
500,20,0.1,0.4,5e-06,260,0.7,0.49,1207,11924,4528,242,0.06675988042192503
500,20,0.1,0.4,5e-06,260,0.8,0.38,1192,12321,4131,257,0.04674992225154665
500,20,0.1,0.4,5e-06,260,0.9,0.38,1448,16413,39,1,0.009706746318241527
500,20,0.1,0.4,5e-06,320,0.1,0.36,1438,16268,184,11,0.00944008411437069
500,20,0.1,0.4,5e-06,320,0.2,0.45,1349,14862,1590,100,0.02577522459519801
500,20,0.1,0.4,5e-06,320,0.3,0.46,1102,8438,8014,347,0.1353812309307477
500,20,0.1,0.4,5e-06,320,0.4,0.37,1431,16208,244,18,0.00547056294229777
500,20,0.1,0.4,5e-06,320,0.5,0.36,1449,16438,14,0,0.00830271454360259
500,20,0.1,0.4,5e-06,320,0.6,0.4,1241,11701,4751,208,0.08851333910739534
500,20,0.1,0.4,5e-06,320,0.7,0.54,56,329,16123,1393,0.035064632431156185
500,20,0.1,0.4,5e-06,320,0.8,0.47,1169,11068,5384,280,0.07859748377032671
500,20,0.1,0.4,5e-06,320,0.9,0.27,1441,16248,204,8,0.017343141501604344
500,20,0.1,0.4,5e-06,380,0.1,0.59,891,7077,9375,558,0.10139220456270387
500,20,0.1,0.4,5e-06,380,0.2,0.41,1381,15182,1270,68,0.031390022212381116
500,20,0.1,0.4,5e-06,380,0.3,0.43,1363,15146,1306,86,0.02040186362767737
500,20,0.1,0.4,5e-06,380,0.4,0.38,1448,16396,56,1,0.013137825815904142
500,20,0.1,0.4,5e-06,380,0.5,0.33,958,10222,6230,491,0.022430526748696975
500,20,0.1,0.4,5e-06,380,0.6,0.39,876,7590,8862,573,0.07823754819428506
500,20,0.1,0.4,5e-06,380,0.7,0.45,1445,16296,156,4,0.019479038349843096
500,20,0.1,0.4,5e-06,380,0.8,0.42,1056,7849,8603,393,0.1373011125453688
500,20,0.1,0.4,5e-06,380,0.9,0.42,981,8742,7710,468,0.07975248934603194
500,20,0.1,0.4,1e-06,20,0.1,0.4,1439,16272,180,10,0.010751879834636834
500,20,0.1,0.4,1e-06,20,0.2,0.37,1448,16407,45,1,0.0110179033596883
500,20,0.1,0.4,1e-06,20,0.3,0.45,1449,16438,14,0,0.00830271454360259
500,20,0.1,0.4,1e-06,20,0.4,0.34,1449,16435,17,0,0.009149913162621294
500,20,0.1,0.4,1e-06,20,0.5,0.36,1437,16205,247,12,0.015376265715410774
500,20,0.1,0.4,1e-06,20,0.6,0.31,1448,16350,102,1,0.019868683634675526
500,20,0.1,0.4,1e-06,20,0.7,0.37,1403,15536,916,46,0.02894506942143968
500,20,0.1,0.4,1e-06,20,0.8,0.23,1449,16448,4,0,0.004436747557951468
500,20,0.1,0.4,1e-06,20,0.9,0.45,1363,14980,1472,86,0.029145073527249512
500,20,0.1,0.4,1e-06,80,0.1,0.55,0,4,16448,1449,-0.004436747557951468
500,20,0.1,0.4,1e-06,80,0.2,0.35,1449,16445,7,0,0.005869757316330834
500,20,0.1,0.4,1e-06,80,0.3,0.55,1069,9382,7070,380,0.09267504662737984
500,20,0.1,0.4,1e-06,80,0.4,0.45,933,7546,8906,516,0.10118090892812136
500,20,0.1,0.4,1e-06,80,0.5,0.47,1292,13459,2993,157,0.05269792841858813
500,20,0.1,0.4,1e-06,80,0.6,0.6,0,4,16448,1449,-0.004436747557951468
500,20,0.1,0.4,1e-06,80,0.7,0.58,770,6453,9999,679,0.07737173620513156
500,20,0.1,0.4,1e-06,80,0.8,0.33,1311,14189,2263,138,0.033865795736078334
500,20,0.1,0.4,1e-06,80,0.9,0.46,1303,13815,2637,146,0.044806550024801266
